;Unnamed: 0;brand;name;spec_rating;processor;CPU;Ram;Ram_type;ROM;ROM_type;GPU;display_size;resolution_width;resolution_height;price;OS;warranty
238;268;HP;Pavilion Plus ?16-ab0456TX Laptop;76;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;1TB;SSD;6GB NVIDIA GeForce RTX 3050;16;2560;1600;124999;Windows 11 OS;a
239;269;HP;Omen 16-XD0007ax Gaming Laptop;76;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;16,1;1920;1080;104990;Windows 11 OS;a
240;270;MSI;Katana 15 B12VGK-1295IN Gaming Laptop;72;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;15,6;1920;1080;136990;Windows 11 OS;b
241;271;Lenovo;Legion Slim 5 82Y9009JIN Gaming Laptop;83;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;131990;Windows 11 OS;a
242;272;Lenovo;IdeaPad Slim 3 14ITL6 82H701N3IN Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;36490;Windows 11 OS;a
243;273;Asus;ROG Flow X13 GV302XV-MU016WS Gaming Laptop;75;7th Gen AMD Ryzen 9  7940HS;Octa Core, 16 Threads;16GB;LPDDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;13,4;2560;1600;188752;Windows 11 OS;a
244;274;HP;250 G9 7M657PA Laptop;60;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated;15,6;1366;768;36999;Windows 11 OS;a
245;275;Lenovo;Yoga 7 82YL0095IN Laptop;75;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Integrated Intel Iris Xe Graphics;14;2880;1800;92890;Windows 11 OS;a
246;276;Dell;Inspiron 7430 2 in 1 2023 Laptop;69;13th Gen Intel Core i3 1315U;Hexa Core (2P + 4E), 8 Threads;8GB;LPDDR5;256GB;SSD;Intel UHD Graphics;14;1920;1200;57990;Windows 11 OS;a
248;279;HP;15s-fy5007TU Laptop;62;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;51999;Windows 11 OS;a
249;280;Lenovo;Yoga Slim 6 83E00006IN Laptop;69;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;14;1920;1200;79990;Windows 11 OS;a
250;282;Lenovo;IdeaPad Flex 5 14IRU8 82Y00051IN Laptop;64;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;14;1920;1200;76890;Windows 11 OS;a
251;283;Lenovo;IdeaPad 1 15ALC7 82R400BSIN Laptop;69;5th Gen AMD Ryzen 5  5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon;15,6;1920;1080;37790;Windows 11 OS;a
252;284;Acer;One 11 Z8-284 UN.013SI.033 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;8GB;DDR4;128GB;SSD;Intel Integrated UHD;11,6;1366;768;17990;Windows 11 OS;a
253;286;HP;15s-fy5006TU Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;38990;Windows 11 OS;a
254;287;Lenovo;IdeaPad 3 15ITL6 82H803LJIN Laptop;63;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;41990;Windows 11 OS;a
255;288;Lenovo;IdeaPad Slim 5 82XD005RIN Laptop;69;13th Gen Intel Core i5 13420H;Octa Core (4P + 4E), 12 Threads;16GB;LPDDR5;512GB;SSD;Integrated Intel Iris Xe Graphics;14;1920;1200;68990;Windows 11 OS;b
256;289;HP;Pavilion 14-dv2153TU Laptop;67;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;1TB;SSD;Intel Integrated Iris Xe;14;1920;1080;69990;Windows 11 OS;a
257;290;Acer;TravelMate P2 TMP214-53 Business Laptop;65;11th Gen Intel Core i7 1165G7;Quad Core, 8 Threads;16GB;DDR4;1TB;SSD;Intel Integrated Iris Xe;14;1920;1080;56990;Windows 11 OS;a
258;291;Asus;ROG Strix G15 G513RC-HN251WS Gaming Laptop;71;6th Gen AMD Ryzen 7  6800H;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;4GB NVIDIA GeForce RTX RTX 3050;15,6;1920;1080;89990;Windows 11 OS;a
259;292;MSI;Thin GF63 12UC-846IN Gaming Laptop;71;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;62990;Windows 11 OS;b
260;293;Lenovo;IdeaPad Slim 3 82RK00VWIN Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;37990;Windows 11 OS;a
261;294;Lenovo;IdeaPad Gaming 3 82SB00V4IN Laptop;60;6th Gen AMD Ryzen 5 6600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;58990;Windows 11 OS;a
263;296;Lenovo;IdeaPad 1 15AMN7 82VG00EQIN Laptop;69;AMD Athlon 7120U;Dual Core, 2 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon 610M Graphics;15,6;1366;768;26990;Windows 11 OS;a
264;297;Asus;ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop;70;13th Gen Intel Core i5 13450HX;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 3050;16;1920;1200;94990;Windows 11 OS;a
265;298;Asus;ROG Strix G17 G713RC-HX109WS Gaming Laptop;71;6th Gen AMD Ryzen 7 6800H;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 3050;17,3;1920;1080;86189;Windows 11 OS;a
266;299;Chuwi;FreeBook Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;12GB;LPDDR4;512GB;SSD;Intel Integrated Intel UHD Graphics;13,5;2256;1504;37990;Windows 11 OS;a
269;302;Lenovo;Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop;89;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;3200;2000;194990;Windows 11 OS;a
270;303;Lenovo;IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop;67;11th Gen Intel Core i5 11320H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;51990;Windows 11 OS;a
271;304;Lenovo;IdeaPad Slim 3 82H803U0IN Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;256GB;SSD;Intel UHD Graphics;15,6;1920;1080;31990;Windows 11 OS;a
272;305;Acer;Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop;69;13th Gen Intel Core i3 1305U;5 Cores (1P + 4E), 6 Threads;8GB;DDR5;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;41990;Windows 11 OS;a
273;306;Asus;VivoBook 15 X1500EA-EJ311W Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;256GB;SSD;Intel Integrated UHD;15,6;1920;1080;31990;Windows 11 OS;a
274;307;Asus;Vivobook 15 X1504ZA-NJ542WS Laptop;60;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;51390;Windows 11 OS;a
275;308;HP;Pavilion 15-eg3018TU Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4-;1TB;SSD;Intel Integrated Intel Iris Xe Graphics;15,6;1920;1080;76900;Windows 11 OS;a
276;309;HP;15s-fq3066TU Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1366;768;27890;Windows 11 OS;a
277;310;Lenovo;IdeaPad 3 82H803HRIN Laptop;60;11th Gen Intel Core i7 1165G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Integrated Intel Iris Xe Graphics;15,6;1920;1080;56990;Windows 11 OS;a
278;311;Asus;Vivobook Pro 15 M6500QC-HN751WS Laptop;64;5th Gen AMD Ryzen 7 5800HS;Octa Core, 16 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;73990;Windows 11 OS;a
279;312;HP;255 G9 841W6PA Laptop;69;3rd Gen AMD Ryzen 3  3250U;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1366;768;24999;DOS 3.0 OS;a
280;314;HP;255 G8 7J035AA Laptop;69;5th Gen AMD Ryzen 5  5500U;Hexa Core, 12 Threads;8GB;DDR4;256GB;SSD;AMD Radeon ;15,6;1920;1080;33999;Windows 11  OS;a
281;315;Lenovo;IdeaPad Slim 5 16IAH8 83BG000PIN Laptop;63;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel UHD Graphics;16;1920;1200;61990;Windows 11 OS;a
282;317;HP;Victus15-fb0147AX Gaming Laptop;62;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB AMD Radeon AMD Radeon RX 6500M;15,6;1920;1080;47990;Windows 11 OS;a
283;318;Asus;TUF Gaming F15  FX506HF-HN075W Gaming Laptop;66;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;53990;Windows 11 OS;a
284;319;HP;15S-EQ1550AU Laptop;69;3rd Gen AMD Ryzen 3  3250U;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;31890;Windows 11 OS;a
285;320;Asus;Vivobook Pro 15 M6500QF-HN541WS Creator Laptop;63;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 2050;15,6;1920;1080;62390;Windows 11 OS;a
286;321;Wings;Nuvobook Pro Laptop;69;11th Gen Intel Core i7 1165G7;Quad Core, 8 Threads;16GB;LPDDR4;512GB;SSD;Intel Graphics;14;1080;1920;49990;Windows 11 OS;a
287;322;Wings;Nuvobook S1 Laptop;69;11th Gen Intel Core i3 1125G4;Quad Core, 8 Threads;8GB;LPDDR4;256GB;SSD;Intel Graphics;15,6;1080;1920;29990;Windows 11 OS;a
288;323;Infinix;INBook X3 Slim Series XL422 Laptop;69;12th Gen Intel Core i7 1255U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR4X;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;49990;Windows 11 OS;a
289;325;Dell;Vostro 3430 Laptop;69;13th Gen Intel Core i3 1305U;5 Cores (1P + 4E), 6 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;43490;Windows 11 OS;a
290;326;Dell;Inspiron 7430 2 in 1 Touch Laptop;60;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1200;95640;Windows 11 OS;a
291;327;HP;Omen 16-xf0060AX Gaming Laptop;80;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;1920;1080;125990;Windows 11 OS;a
292;328;HP;Pavilion 15-eg3017TU Laptop;63;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;1TB;SSD;Intel Integrated Intel Iris Xe Graphics;15,6;1920;1080;72990;Windows 11 OS;a
293;329;MSI;Thin GF63 11UCX-1497IN Gaming Laptop;69;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;47990;Windows 11 OS;b
294;330;HP;Victus  15-fa1060TX  Gaming Laptop;71;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;99999;Windows 11 OS;a
295;331;Asus;Vivobook 15 X1504ZA-NJ325WS Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Integrated Intel UHD Graphics;15,6;1920;1080;40990;Windows 11 OS;a
297;333;Asus;Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop;75;12th Gen Intel Core i7 12700H;14 Cores (6P + 8E), 20 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;14;3840;2400;94990;Windows 11 OS;a
298;334;Asus;VivoBook 15 X1500EA-EJ326WS Laptop;69;11th Gen intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;37990;Windows 11 OS;a
299;335;Lenovo;LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop;69;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;73990;Windows 11 OS;a
300;336;Lenovo;LOQ 15APH8 82XT009CIN 2023 Gaming Laptop;75;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;109990;Windows 11 OS;a
301;337;Acer;Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop;65;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;65999;Windows 11 OS;a
302;338;Acer;Aspire Lite AL15-51 2023 Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Graphics;15,6;1920;1080;35990;Windows 11 OS;a
303;339;Asus;Vivobook 15 X1504ZA-NJ321WS Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Integrated Intel UHD Graphics;15,6;1920;1080;37980;Windows 11 OS;a
306;343;MSI;Modern 15 B11M-061IN Laptop;63;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;15,6;1920;1080;40789;Windows 11 OS;a
307;344;Dell;Alienware M18 R1 2023 Gaming Laptop;83;13th Gen Intel Core i9 13980HX;24 Cores (8P + 16E), 32 Threads;64GB;LPDDR5;1TB;SSD;16GB NVIDIA GeForce RTX 4090;18;3200;1800;450039;Windows 11 OS;a
308;345;Asus;Vivobook 14X K3405ZFB-KM752WS Laptop;75;12th Gen Intel Core i7 12650H ;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX 2050;14;2880;1800;89990;Windows 11 OS;a
309;346;Acer;Aspire 5 15 A515-58M Gaming Laptop;60;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;4GB NVIDIA GeForce RTX2050;15,6;1920;1080;56990;Windows 11 OS;a
310;347;Walker;NU14A1 Laptop;69;Intel Celeron  N4020;Dual Core, 2 Threads;4GB;DDR4;128GB;SSD;Intel Integrated UHD Graphics;14,1;1920;1080;16990;Windows 11 OS;a
311;349;Acer;Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop;63;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;8GB;LPDDR5;512GB;SSD;Intel Integrated Iris Xe;14;2880;1800;54990;Windows 11 OS;a
312;350;Dell;Inspiron 14 5430 2023 Laptop;60;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1200;67000;Windows 11 OS;a
313;351;Lenovo;ThinkBook 15 21JF002CIN Laptop;69;7th Gen AMD Ryzen 3 7330U;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;34499;DOS OS;a
314;353;HP;Pavilion Plus ?14-eh1047TU Laptop;71;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;2880;1800;107763;Windows 11 OS;a
315;354;Dell;Inspiron 7430 2 in 1 Laptop;69;13th Gen Intel Core i3 1315U;Hexa Core (2P + 4E), 8 Threads;8GB;LPDDR5;1TB;SSD;Intel UHD Graphics;14;1920;1200;61490;Windows 11 OS;a
316;355;HP;Pavilion Plus 14-eh1022TU Laptop;69;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;2240;1400;80490;Windows 11 OS;a
317;356;Lenovo;Ideapad Gaming 3 82SB00NXIN Laptop;69;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;16GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;57990;Windows 11 OS;a
318;357;MSI;Modern 14 C11M-029IN Laptop;62;11th Gen Intel Core i5 1155G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;39990;Windows 11 OS;a
319;358;Lenovo;Ideapad Flex 5i 14IAU7 82R70067IN Laptop;64;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;LPDDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;53990;Windows 11 OS;a
320;359;Dell;Inspiron 3535 Laptop;69;7th Gen Amd Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;44500;Windows 11 OS;a
321;360;HP;14-hr0000AU Laptop;60;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;48999;Windows 11 OS;a
322;361;HP;Envy 15-fe0032TU Laptop;70;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris X Graphics;15,6;1920;1080;116990;Windows 11 OS;a
323;362;Acer;Aspire 3 NX.KDESI.008 Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;DDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;30990;Windows 11 OS;a
324;363;Lenovo;IdeaPad Slim 3 82XQ008EIN Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon 610M Graphics;15,6;1920;1080;33790;Windows 11 OS;a
325;364;MSI;Thin GF63 11UCX-1476IN Gaming Laptop;72;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050 ;15,6;1920;1080;51990;Windows 11 OS;b
326;365;Asus;Vivobook 15 X1504ZA-NJ521WS Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Integrated Intel Iris Xe Graphics;15,6;1920;1080;45990;Windows 11 OS;a
327;366;MSI;Thin GF63 11UC-1475IN Gaming Laptop;70;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050 ;15,6;1920;1080;51990;Windows 11 OS;b
328;367;Lenovo;V15 G3 IAP 82TTA00UIH Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;34099;DOS OS;a
329;368;HP;Pavilion 15-EH3101AU Laptop;66;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Vega 8 Graphics;15,6;1920;1080;65600;Windows 11 OS;a
330;369;Lenovo;V15 G4 82YU00W6IN Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;27990;DOS OS;a
331;370;Lenovo;V14 G3 IAP Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;14;1920;1080;46990;Windows 11 OS;a
332;371;Dell;?G16-7630 2023 Gaming Laptop;78;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;161590;Windows 11 OS;a
333;372;Dell;Inspiron 7430 IC7430FD64T001ORS1 Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;98990;Windows 11 OS;a
334;374;Lenovo;Legion 5 Pro 2023 Gaming Laptop;79;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;16GB NVIDIA GeForce RTX 4090;16;2560;1600;172990;Windows 11 OS;a
335;375;Acer;One 14 Z8-415UN.599SI.009 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;256GB;SSD;Intel Iris Xe Graphics;14;1920;1080;25990;Windows 11 OS;a
336;376;HP;Victus 15-fb0136AX Gaming Laptop;66;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;61990;Windows 11 OS;a
337;377;Asus;Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop;64;5th Gen AMD Ryzen 7 5800HS;Octa Core, 16 Threads;16GB;LPDDR4X;1TB;SSD;AMD Radeon AMD;14;2880;1800;76990;Windows 11 OS;a
338;378;Dell;G15-5530 Gaming Laptop;73;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;126790;Windows 11 OS;a
339;379;Asus;ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop;73;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;LPDDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;13,4;2560;1600;209990;Windows 11 OS;a
340;380;Asus;ROG Strix G16 2023 G614JI-N4151WS Gaming Laptop;79;13th Gen Intel Core i9 13980HX;24 Cores (8P + 16E), 32 Threads;16GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;16;2560;1600;209990;Windows 11 OS;a
341;381;Asus;ROG Strix G16 2023 G614JU-N3200WS Gaming Laptop;78;13th Gen Intel Core i7 13650HX;14 Cores (6P + 8E);16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;16;1920;1200;142990;Windows 11 OS;a
342;382;Asus;Vivobook Pro 15 OLED K6502VU-MA951WS Laptop;84;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;2880;1620;156990;Windows 11 OS;a
343;383;Asus;Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop;70;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA Geforce RTX 3050;14;2880;1800;93980;Windows 11 OS;a
344;384;Asus;TUF Gaming F17 FX706HF-HX018W Laptop;64;11th Gen Intel Core i5 11400H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;17,3;1920;1080;53990;Windows 11 OS;a
345;385;HP;15s-fy5002TU Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Integrated;15,6;1920;1080;51990;Windows 11 OS;a
346;386;Asus;VivoBook 15 X515EA-EJ342WS Laptop;69;11th Gen intel Core i3 1115G4;Dual Core, 4 Threads;16GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;35990;Windows 11 OS;a
347;387;HP;15s-fy5003TU Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;37990;Windows 11 OS;a
348;388;HP;15-fc0030AU Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;16GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;46490;Windows 11 OS;a
349;389;HP;15-eg3036TU Laptop;69;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;1TB;SSD;Intel Integrated Integrated;15,6;1920;1080;90490;Windows 11 OS;a
350;390;HP;Victus 15-fb0122AX Gaming Laptop;67;5th Gen AMD Ryzen 5  5600H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;55990;Windows 11 OS;a
351;391;Asus;Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop;88;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;16;3200;2000;159990;Windows 11 OS;a
352;392;HP;15-fd0011TU Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Integrated;15,6;1920;1080;57990;Windows 11 OS;a
353;393;Acer;Predator Helios Neo 16 NH.QLTSI.002 Laptop;66;13th Gen Intel Core i7 13700HX;16 Cores (8P + 8E), 24 Threads;16GB;LPDDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16;2560;1600;104990;Windows 11 OS;a
354;394;Acer;Predator Helios Neo 16 NH.QLTSI.001 Laptop;70;13th Gen Intel Core i5 13500HX;14 Cores (6P + 8E), 20 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16;1920;1200;99990;Windows 11 OS;a
355;395;MSI;Cyborg 15 A12UCX-264IN Gaming Laptop;69;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR5;512GB;SSD;4GB Nvidia GeForce RTX 2050;15,6;1920;1080;80500;Windows 11 OS;b
356;396;Dell;Vostro 3425 Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;37990;Windows 11 OS;a
